# 23,324 BBMP road segments. TWO WIDTH COLUMNS: width_existing_m and width_proposed_m. The proposed figure is larger on 100% of segments (median 18 m vs 9 m) and MUST NOT be used for FAR, height or setback. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
road_id,hierarchy_code,hierarchy_interpretation_unverified,surface_code,width_existing_m,width_proposed_m,length_m,geometry_type,centroid_lng,centroid_lat,vertex_count
319,MI,Minor road (unverified expansion),C,8.0,15.0,353.0,LineString,77.690567,13.01768,4
320,MI,Minor road (unverified expansion),C,8.0,15.0,682.9,LineString,77.696196,13.017918,6
592,MA,Major road (unverified expansion),C,12.0,24.0,2275.7,LineString,77.661623,12.898223,11
602,MA,Major road (unverified expansion),C,12.0,24.0,234.1,LineString,77.602547,13.058489,7
603,MI,Minor road (unverified expansion),C,6.0,12.0,9.1,LineString,77.599447,13.058958,2
604,MA,Major road (unverified expansion),C,12.0,24.0,1666.1,LineString,77.60387,13.068889,41
160485,MA,Major road (unverified expansion),W,12.0,24.0,395.0,LineString,77.610594,12.856582,14
160485,MA,Major road (unverified expansion),W,12.0,24.0,467.9,LineString,77.60924,12.853439,23
429,MI,Minor road (unverified expansion),C,9.0,18.0,95.8,LineString,77.567757,13.075257,2
154194,MI,Minor road (unverified expansion),W,6.0,12.0,211.2,LineString,77.672295,12.924781,4
154194,MI,Minor road (unverified expansion),W,6.0,12.0,15.1,LineString,77.672504,12.9257,6
437,MA,Major road (unverified expansion),C,15.0,30.0,2935.0,LineString,77.569064,13.077221,15
220848,MA,Major road (unverified expansion),W,12.0,24.0,122.1,LineString,77.622237,12.942144,6
220848,MA,Major road (unverified expansion),W,12.0,24.0,195.6,LineString,77.623431,12.941837,5
220848,MA,Major road (unverified expansion),W,12.0,24.0,13.9,LineString,77.622771,12.942462,3
1196,MI,Minor road (unverified expansion),C,8.0,15.0,1565.3,LineString,77.641188,13.029508,83
1196,MI,Minor road (unverified expansion),C,8.0,15.0,758.2,LineString,77.643416,13.03506,57
54,MA,Major road (unverified expansion),C,12.0,24.0,164.6,LineString,77.624042,12.954284,5
55,MA,Major road (unverified expansion),C,12.0,24.0,820.7,LineString,77.636965,12.933337,20
56,MA,Major road (unverified expansion),C,12.0,24.0,435.8,LineString,77.641335,12.92538,2
582,MA,Major road (unverified expansion),C,15.0,30.0,206.2,LineString,77.524867,13.094642,3
297,MI,Minor road (unverified expansion),C,8.0,15.0,201.7,LineString,77.478171,12.942449,3
253,MI,Minor road (unverified expansion),C,8.0,15.0,25.3,LineString,77.466174,12.900238,2
254,MA,Major road (unverified expansion),C,12.0,24.0,405.2,LineString,77.731833,12.975719,9
256,MA,Major road (unverified expansion),C,12.0,24.0,277.5,LineString,77.732516,12.978373,10
257,MA,Major road (unverified expansion),C,12.0,24.0,14.9,LineString,77.560154,13.007651,2
265,MA,Major road (unverified expansion),C,9.0,18.0,60.5,LineString,77.538444,12.908696,2
430,MI,Minor road (unverified expansion),C,6.0,12.0,127.7,LineString,77.579403,13.06772,2
431,MI,Minor road (unverified expansion),C,6.0,12.0,344.1,LineString,77.576074,13.072464,2
434,MI,Minor road (unverified expansion),C,6.0,12.0,257.6,LineString,77.606391,13.075901,5
435,MI,Minor road (unverified expansion),C,6.0,12.0,119.3,LineString,77.601959,13.076557,3
605,MI,Minor road (unverified expansion),C,6.0,12.0,1406.6,LineString,77.608232,13.084465,10
407,MA,Major road (unverified expansion),C,12.0,24.0,118.6,LineString,77.566976,12.872631,4
408,MA,Major road (unverified expansion),C,12.0,24.0,30.3,LineString,77.568102,12.872283,2
409,MA,Major road (unverified expansion),C,12.0,24.0,46.6,LineString,77.568925,12.872067,2
410,MA,Major road (unverified expansion),C,12.0,24.0,142.2,LineString,77.57659,12.871268,16
538,MI,Minor road (unverified expansion),C,6.0,12.0,39.4,LineString,77.639488,13.071043,2
469,MI,Minor road (unverified expansion),C,8.0,15.0,350.3,LineString,77.488924,13.029762,5
470,MI,Minor road (unverified expansion),C,8.0,15.0,24.3,LineString,77.490376,13.033178,2
471,MI,Minor road (unverified expansion),C,6.0,12.0,538.2,LineString,77.511001,13.039706,10
472,MI,Minor road (unverified expansion),C,6.0,12.0,158.6,LineString,77.510718,13.043254,6
473,MI,Minor road (unverified expansion),C,6.0,12.0,149.9,LineString,77.510746,13.040032,4
606,MI,Minor road (unverified expansion),C,6.0,12.0,401.0,LineString,77.616768,13.078007,7
607,MI,Minor road (unverified expansion),C,6.0,12.0,1219.1,LineString,77.619007,13.077239,15
608,MI,Minor road (unverified expansion),C,6.0,12.0,1305.4,LineString,77.628013,13.07389,26
117,MA,Major road (unverified expansion),C,9.0,18.0,26.5,LineString,77.724171,12.960189,2
118,MA,Major road (unverified expansion),C,9.0,18.0,334.5,LineString,77.716793,12.978892,2
119,MA,Major road (unverified expansion),C,9.0,18.0,61.4,LineString,77.718028,12.974243,2
120,MA,Major road (unverified expansion),C,9.0,18.0,483.3,LineString,77.719208,12.990123,7
121,MA,Major road (unverified expansion),C,12.0,24.0,362.4,LineString,77.695071,12.983761,22
122,MA,Major road (unverified expansion),C,12.0,24.0,1433.9,LineString,77.7055,12.981983,34
1197,MI,Minor road (unverified expansion),C,8.0,15.0,489.0,LineString,77.656216,13.035339,12
123,MA,Major road (unverified expansion),C,12.0,24.0,980.7,LineString,77.760108,12.976232,7
581,MA,Major road (unverified expansion),C,9.0,18.0,836.5,LineString,77.524944,13.085736,10
627,MI,Minor road (unverified expansion),C,6.0,12.0,233.6,LineString,77.667433,12.927155,3
128,MA,Major road (unverified expansion),C,12.0,24.0,243.7,LineString,77.621809,12.894754,3
130,MA,Major road (unverified expansion),C,12.0,18.0,229.0,LineString,77.631786,12.87873,2
132,MA,Major road (unverified expansion),C,12.0,18.0,329.5,LineString,77.643586,12.881232,3
0,MA,Major road (unverified expansion),,12.0,24.0,17.3,LineString,77.582484,12.897668,3
0,MA,Major road (unverified expansion),,12.0,24.0,27.1,LineString,77.582665,12.898006,4
437,MA,Major road (unverified expansion),C,15.0,30.0,1076.6,LineString,77.585878,13.072934,18
437,MA,Major road (unverified expansion),C,15.0,30.0,324.5,LineString,77.594274,13.073283,7
144257,MA,Major road (unverified expansion),W,9.0,18.0,126.5,LineString,77.707724,12.93672,10
1196,MI,Minor road (unverified expansion),C,8.0,15.0,572.1,LineString,77.651262,13.024226,28
321,MI,Minor road (unverified expansion),C,8.0,15.0,423.2,LineString,77.674418,13.021712,5
136,MA,Major road (unverified expansion),C,9.0,18.0,96.9,LineString,77.677121,12.91357,3
137,MA,Major road (unverified expansion),C,9.0,18.0,240.7,LineString,77.675739,12.906019,2
140,MA,Major road (unverified expansion),C,12.0,24.0,68.8,LineString,77.649505,12.884293,2
141,MA,Major road (unverified expansion),C,12.0,24.0,510.8,LineString,77.653522,12.884935,2
161091,MA,Major road (unverified expansion),W,12.0,18.0,210.9,LineString,77.640769,12.87998,8
161091,MA,Major road (unverified expansion),W,12.0,18.0,1532.4,LineString,77.642535,12.875084,147
142,MA,Major road (unverified expansion),C,12.0,24.0,307.6,LineString,77.677703,12.877489,2
145,MA,Major road (unverified expansion),C,15.0,30.0,130.4,LineString,77.530901,12.895671,3
153,MA,Major road (unverified expansion),C,15.0,30.0,15.7,LineString,77.602138,13.007638,2
381,MA,Major road (unverified expansion),C,9.0,18.0,1389.8,LineString,77.653665,13.049675,8
449,MA,Major road (unverified expansion),C,9.0,18.0,458.3,LineString,77.543091,13.100116,5
240,MA,Major road (unverified expansion),C,9.0,18.0,268.6,LineString,77.484876,12.94074,3
348,MA,Major road (unverified expansion),C,9.0,18.0,414.2,LineString,77.695375,13.019974,4
629,MI,Minor road (unverified expansion),C,8.0,15.0,699.9,LineString,77.681295,12.915855,8
277,MI,Minor road (unverified expansion),C,6.0,12.0,787.0,LineString,77.500315,12.947327,7
278,MI,Minor road (unverified expansion),C,6.0,12.0,178.7,LineString,77.496897,12.937086,8
364,MA,Major road (unverified expansion),C,12.0,24.0,218.0,LineString,77.671692,13.037404,4
365,MA,Major road (unverified expansion),C,12.0,24.0,169.6,LineString,77.679069,13.038766,4
466,MA,Major road (unverified expansion),C,9.0,18.0,1537.8,LineString,77.752293,13.054076,9
524,MA,Major road (unverified expansion),C,12.0,24.0,2701.1,LineString,77.666322,13.078234,10
525,MI,Minor road (unverified expansion),C,8.0,15.0,1944.8,LineString,77.658527,13.05033,9
526,MI,Minor road (unverified expansion),C,8.0,15.0,2076.2,LineString,77.662324,13.058667,13
527,MI,Minor road (unverified expansion),C,8.0,15.0,973.3,LineString,77.659977,13.080664,8
155,MI,Minor road (unverified expansion),C,6.0,12.0,171.3,LineString,77.552434,13.066861,5
156,MA,Major road (unverified expansion),C,9.0,18.0,825.2,LineString,77.566087,13.048782,7
157,MA,Major road (unverified expansion),C,9.0,18.0,24.2,LineString,77.574192,13.061795,2
158,MA,Major road (unverified expansion),C,9.0,18.0,1195.2,LineString,77.572788,13.059696,16
159,MA,Major road (unverified expansion),C,9.0,18.0,604.0,LineString,77.587251,13.07079,6
433,MA,Major road (unverified expansion),C,9.0,18.0,353.6,LineString,77.576762,13.052844,2
163,MI,Minor road (unverified expansion),C,8.0,15.0,892.5,LineString,77.68416,12.91532,3
164,MA,Major road (unverified expansion),C,9.0,18.0,708.4,LineString,77.688929,12.912452,3
165,MA,Major road (unverified expansion),C,15.0,30.0,1129.0,LineString,77.71685,12.943957,2
166,MA,Major road (unverified expansion),C,15.0,30.0,407.5,LineString,77.715015,12.923754,3
167,MA,Major road (unverified expansion),C,15.0,30.0,458.9,LineString,77.712951,12.920955,2
593,MA,Major road (unverified expansion),C,12.0,24.0,344.8,LineString,77.653634,12.900395,4
172,MA,Major road (unverified expansion),C,12.0,24.0,546.0,LineString,77.76048,12.99637,7
174,MA,Major road (unverified expansion),C,12.0,24.0,1425.2,LineString,77.482663,12.87813,11
176,MA,Major road (unverified expansion),C,15.0,30.0,145.4,LineString,77.488174,12.905216,2
177,MA,Major road (unverified expansion),C,15.0,30.0,324.5,LineString,77.489259,12.908967,2
178,MA,Major road (unverified expansion),C,12.0,24.0,300.7,LineString,77.490987,12.910049,2
183,MA,Major road (unverified expansion),C,12.0,24.0,146.0,LineString,77.730022,13.005512,4
184,MA,Major road (unverified expansion),C,9.0,18.0,249.1,LineString,77.73334,13.016886,4
437,MA,Major road (unverified expansion),C,15.0,30.0,456.9,LineString,77.599129,13.072809,14
437,MA,Major road (unverified expansion),C,15.0,30.0,29.6,LineString,77.603806,13.072579,3
437,MA,Major road (unverified expansion),C,15.0,30.0,67.6,LineString,77.596397,13.072918,3
437,MA,Major road (unverified expansion),C,15.0,30.0,264.9,LineString,77.602447,13.072706,7
437,MA,Major road (unverified expansion),C,15.0,30.0,2689.9,LineString,77.619021,13.070531,42
574,MA,Major road (unverified expansion),C,9.0,18.0,726.2,LineString,77.699523,12.914655,42
40282,MA,Major road (unverified expansion),W,9.0,18.0,11.2,LineString,77.585054,12.936695,2
630,MI,Minor road (unverified expansion),C,8.0,15.0,275.0,LineString,77.679539,12.914476,2
631,MA,Major road (unverified expansion),C,9.0,18.0,1324.7,LineString,77.561713,13.127278,12
201,MI,Minor road (unverified expansion),C,6.0,12.0,7311.9,LineString,77.620638,13.069413,29
202,MA,Major road (unverified expansion),C,12.0,24.0,25.6,LineString,77.623931,12.943881,2
204,MA,Major road (unverified expansion),C,9.0,18.0,838.1,LineString,77.705293,12.934855,5
208,MA,Major road (unverified expansion),C,15.0,30.0,2824.3,LineString,77.71848,12.916179,12
291,MI,Minor road (unverified expansion),C,8.0,15.0,383.4,LineString,77.702407,12.889554,6
363,MA,Major road (unverified expansion),C,12.0,24.0,32.5,LineString,77.637639,13.039891,3
497,MA,Major road (unverified expansion),C,8.0,15.0,2916.6,LineString,77.462171,12.886592,30
498,MI,Minor road (unverified expansion),C,8.0,15.0,1059.7,LineString,77.4553,12.881554,7
322,MA,Major road (unverified expansion),C,9.0,18.0,612.3,LineString,77.676235,13.027304,7
323,MI,Minor road (unverified expansion),C,8.0,15.0,434.5,LineString,77.66611,13.028292,5
324,MA,Major road (unverified expansion),C,9.0,18.0,401.4,LineString,77.670049,13.027731,5
325,MA,Major road (unverified expansion),C,9.0,18.0,991.7,LineString,77.701285,13.039714,4
327,MA,Major road (unverified expansion),C,12.0,24.0,86.4,LineString,77.669753,13.043349,5
328,MA,Major road (unverified expansion),C,9.0,18.0,293.2,LineString,77.663908,13.030168,4
443,MA,Major road (unverified expansion),C,9.0,18.0,2193.5,LineString,77.498138,12.976286,81
390,MI,Minor road (unverified expansion),C,6.0,12.0,57.5,LineString,77.589753,12.870567,2
0,PR,Code 'PR' — expansion not published,C,50.0,100.0,9360.5,LineString,77.452818,13.035397,186
229746,MI,Minor road (unverified expansion),W,6.0,12.0,99.4,LineString,77.513621,13.039847,5
66551,MI,Minor road (unverified expansion),W,6.0,12.0,64.1,LineString,77.62695,13.055706,3
0,MA,Major road (unverified expansion),W,15.0,30.0,1886.2,LineString,77.701793,12.871862,167
0,MA,Major road (unverified expansion),W,15.0,30.0,51.4,LineString,77.698368,12.879796,6
239,MA,Major road (unverified expansion),C,9.0,18.0,89.3,LineString,77.484117,12.93391,2
337,PU,Code 'PU' — expansion not published,C,22.0,45.0,691.5,LineString,77.534751,12.941848,4
500,MA,Major road (unverified expansion),C,8.0,15.0,158.2,LineString,77.440618,12.868658,7
501,MA,Major road (unverified expansion),C,8.0,15.0,184.2,LineString,77.438867,12.868982,2
502,MI,Minor road (unverified expansion),C,8.0,15.0,831.9,LineString,77.434472,12.870225,6
400,MA,Major road (unverified expansion),C,15.0,30.0,331.8,LineString,77.527046,12.86632,5
415,MI,Minor road (unverified expansion),C,6.0,12.0,93.6,LineString,77.595496,12.895931,2
512,MI,Minor road (unverified expansion),C,8.0,15.0,90.5,LineString,77.61152,13.097308,2
534,MI,Minor road (unverified expansion),C,6.0,12.0,176.6,LineString,77.621416,13.075474,4
535,MI,Minor road (unverified expansion),C,6.0,12.0,272.2,LineString,77.621163,13.072218,3
401,MA,Major road (unverified expansion),C,15.0,30.0,67.0,LineString,77.52662,12.869231,5
402,MA,Major road (unverified expansion),C,15.0,30.0,54.4,LineString,77.527095,12.871911,7
458,MA,Major road (unverified expansion),C,9.0,18.0,80.4,LineString,77.548886,12.873107,2
459,MA,Major road (unverified expansion),C,9.0,18.0,413.8,LineString,77.551889,12.876927,7
0,MA,Major road (unverified expansion),,12.0,24.0,7.1,LineString,77.582621,12.898152,2
107943,MI,Minor road (unverified expansion),W,6.0,12.0,129.2,LineString,77.524001,12.991579,10
107943,MI,Minor road (unverified expansion),W,6.0,12.0,149.1,LineString,77.521804,12.992711,7
103877,MI,Minor road (unverified expansion),W,6.0,12.0,52.5,LineString,77.654863,13.007653,5
437,MA,Major road (unverified expansion),C,15.0,30.0,2218.9,LineString,77.638679,13.066835,36
144536,MA,Major road (unverified expansion),W,15.0,30.0,316.9,LineString,77.673752,12.884362,16
144536,MA,Major road (unverified expansion),W,15.0,30.0,2382.2,LineString,77.685323,12.882833,10
144536,MA,Major road (unverified expansion),W,15.0,30.0,62.9,LineString,77.675474,12.884042,7
574,MA,Major road (unverified expansion),C,9.0,18.0,11.5,LineString,77.699012,12.916732,4
574,MA,Major road (unverified expansion),C,9.0,18.0,1914.4,LineString,77.695094,12.916347,35
574,MA,Major road (unverified expansion),C,9.0,18.0,611.6,LineString,77.69738,12.910691,39
574,MA,Major road (unverified expansion),C,9.0,18.0,165.8,LineString,77.695635,12.908085,20
40282,MA,Major road (unverified expansion),W,9.0,18.0,35.4,LineString,77.585083,12.936873,4
54124,PU,Code 'PU' — expansion not published,W,22.0,45.0,298.1,LineString,77.618836,12.923374,9
0,MA,Major road (unverified expansion),,12.0,24.0,219.5,LineString,77.582045,12.898621,18
344,MA,Major road (unverified expansion),C,12.0,24.0,160.8,LineString,77.692048,13.025302,6
345,MA,Major road (unverified expansion),C,9.0,18.0,1162.5,LineString,77.716182,13.031867,10
418,MA,Major road (unverified expansion),C,9.0,18.0,246.6,LineString,77.551519,12.868647,6
503,MI,Minor road (unverified expansion),C,8.0,15.0,2888.1,LineString,77.439432,12.880751,54
545,MA,Major road (unverified expansion),C,12.0,24.0,4327.8,LineString,77.69014,13.043441,20
213,MA,Major road (unverified expansion),C,12.0,24.0,75.0,LineString,77.529359,12.999322,2
258,MA,Major road (unverified expansion),C,9.0,18.0,318.3,LineString,77.513018,12.921139,13
259,MA,Major road (unverified expansion),C,9.0,18.0,899.2,LineString,77.528447,12.917412,23
225,MA,Major road (unverified expansion),C,12.0,24.0,17.9,LineString,77.672216,12.961064,2
222,MI,Minor road (unverified expansion),C,8.0,15.0,614.8,LineString,77.674319,12.98038,5
223,MI,Minor road (unverified expansion),C,8.0,15.0,443.0,LineString,77.67223,12.971051,4
224,MA,Major road (unverified expansion),C,9.0,18.0,82.1,LineString,77.684707,12.970021,4
0,PU,Code 'PU' — expansion not published,C,50.0,100.0,14392.4,LineString,77.659896,13.084793,38
227,MA,Major road (unverified expansion),C,15.0,30.0,2829.8,LineString,77.596471,13.145923,18
229,MI,Minor road (unverified expansion),C,8.0,15.0,167.8,LineString,77.4782,12.959283,2
230,MI,Minor road (unverified expansion),C,8.0,15.0,329.3,LineString,77.485772,12.957867,2
231,MI,Minor road (unverified expansion),C,8.0,15.0,83.8,LineString,77.492206,12.955941,2
232,MI,Minor road (unverified expansion),C,8.0,15.0,134.7,LineString,77.493831,12.95547,2
233,MA,Major road (unverified expansion),C,9.0,18.0,34.2,LineString,77.490575,12.94749,2
296,MI,Minor road (unverified expansion),C,8.0,15.0,62.5,LineString,77.511243,12.886464,2
346,MA,Major road (unverified expansion),C,9.0,18.0,462.6,LineString,77.721212,13.02846,8
347,MI,Minor road (unverified expansion),C,8.0,15.0,791.0,LineString,77.715301,13.036383,4
260,MI,Minor road (unverified expansion),C,6.0,12.0,60.8,LineString,77.520731,12.9226,2
261,MI,Minor road (unverified expansion),C,6.0,12.0,161.5,LineString,77.521239,12.928553,5
262,MI,Minor road (unverified expansion),C,6.0,12.0,65.9,LineString,77.521333,12.929539,4
263,MI,Minor road (unverified expansion),C,8.0,15.0,218.6,LineString,77.526219,12.929556,6
264,MA,Major road (unverified expansion),C,9.0,18.0,136.2,LineString,77.527594,12.918994,6
266,MA,Major road (unverified expansion),C,9.0,18.0,106.5,LineString,77.538474,12.909603,2
267,MA,Major road (unverified expansion),C,9.0,18.0,66.3,LineString,77.535233,12.911524,6
241,MA,Major road (unverified expansion),C,9.0,18.0,162.7,LineString,77.494508,12.960004,2
242,MA,Major road (unverified expansion),C,9.0,18.0,403.8,LineString,77.495484,12.963141,3
243,MA,Major road (unverified expansion),C,9.0,18.0,277.2,LineString,77.498325,12.968215,5
234,MI,Minor road (unverified expansion),C,8.0,15.0,44.5,LineString,77.46987,12.943397,2
234,MI,Minor road (unverified expansion),C,8.0,15.0,83.6,LineString,77.469221,12.943658,3
229745,MI,Minor road (unverified expansion),W,6.0,12.0,198.7,LineString,77.510891,13.041737,16
229732,MI,Minor road (unverified expansion),W,8.0,15.0,87.0,LineString,77.490399,13.033708,11
48870,MA,Major road (unverified expansion),W,12.0,24.0,293.2,LineString,77.514295,13.054987,21
47831,MA,Major road (unverified expansion),W,9.0,18.0,135.7,LineString,77.498009,13.053825,12
47805,MA,Major road (unverified expansion),W,9.0,18.0,255.6,LineString,77.498745,13.058413,61
52023,MA,Major road (unverified expansion),W,12.0,24.0,140.4,LineString,77.764284,12.995829,4
193,MA,Major road (unverified expansion),C,12.0,24.0,382.8,LineString,77.743806,13.008976,3
194,MA,Major road (unverified expansion),C,9.0,18.0,1435.7,LineString,77.754052,12.997414,10
1303,MA,Major road (unverified expansion),C,9.0,18.0,214.0,LineString,77.75352,12.963155,9
